,Fermi.name,Spectral.Index,Radio.flux.mJy.,flux_density,curve_significance,flux_100_300_mev,flux_0p3_1_gev,flux_10_100_gev,variability_index,Optical.Class
983,3FGL J2324.7+0801,2.1513,75.9928,3.2717E-13,0.187,4.22552E-09,3.06722E-09,6.47092E-11,73.399765, bll 
984,3FGL J2325.2+3957,1.8544,113.9463,1.3289E-12,4.658,2.88262E-09,4.20927E-09,8.97444E-11,172.153183, bll 
985,3FGL J2325.3-3557,1.9986,86.828,7.508E-12,6.057,1.50536E-08,7.16541E-09,2.34873E-15,289.753906, fsrq 
986,3FGL J2325.4-4758,2.3108,370.2,9.4954E-13,0.868,2.12688E-08,5.58838E-09,7.67095E-11,96.129089, bll 
987,3FGL J2325.6+1650,2.1013,52.7614,1.0269E-13,1.336,2.03147E-09,9.4835E-10,3.46652E-11,66.820045, bll 
988,3FGL J2327.7+0941,2.6781,741.9811,1.4355E-11,2.319,5.12454E-08,8.22016E-09,3.17928E-11,463.192719, fsrq 
989,3FGL J2329.2+3754,1.9274,20.383,8.8714E-14,0.934,5.11631E-09,2.1321E-09,1.24578E-10,53.189167, bll 
990,3FGL J2329.3-4955,2.1201,546.3,1.9533E-10,9.276,1.83169E-07,5.76349E-08,2.1251E-10,3641.344238, fsrq 
991,3FGL J2329.9-4734,2.2316,3049,9.8319E-14,0.128,3.83665E-09,9.6877E-10,2.97826E-11,54.691788, fsrq 
992,3FGL J2330.4-3726,2.3193,305.0251,2.4502E-13,0.593,4.44035E-09,1.11182E-09,1.33605E-11,49.202961, bll 
993,3FGL J2330.5+1104,2.555,1204.3945,1.4445E-12,1.186,1.38271E-08,2.45897E-09,1.55364E-11,61.685795, fsrq 
994,3FGL J2330.8-2144,2.2316,49.5081,1.7399E-11,3.851,2.47959E-08,7.23537E-09,8.16483E-12,373.727814, fsrq 
995,3FGL J2334.1+0732,2.5048,631.179,3.4852E-12,0.885,1.93157E-08,3.75611E-09,3.50921E-11,73.066849, fsrq 
996,3FGL J2334.8+1432,1.8775,63.903,2.4478E-13,3.29,5.3887E-10,2.4364E-09,1.23125E-10,123.4991, bll 
997,3FGL J2335.1-0133,2.4611,724.7087,6.6061E-13,1.901,7.07905E-09,2.07639E-09,1.17612E-12,71.151131, fsrq 
998,3FGL J2336.5-4116,2.2393,532.4,1.2123E-12,3.457,8.64829E-09,3.31626E-09,2.4689E-11,301.26004, fsrq 
999,3FGL J2338.1-0229,2.4959,649.5062,5.5216E-12,1.654,2.87985E-08,6.71482E-09,2.61416E-11,166.207428, fsrq 
1000,3FGL J2339.0+2122,2.1791,45.872,2.2025E-13,0.972,6.53061E-09,1.22415E-09,4.04321E-11,36.646652, bll 
1001,3FGL J2340.7+8016,1.9157,49.0146,5.6847E-13,2.43,7.66233E-09,5.15763E-09,2.30567E-10,50.135441, bll 
1002,3FGL J2343.6+1551,2.6649,148.9384,2.0423E-12,2.253,8.08175E-09,1.73042E-09,5.67548E-12,55.659058, fsrq 
1003,3FGL J2343.7+3437,1.7544,35.0213,1.1828E-14,0.984,3.51144E-09,1.23628E-14,5.14841E-11,51.403671, bll 
1004,3FGL J2345.2-1554,2.0177,226.8716,2.027E-11,6.279,8.08626E-08,3.08001E-08,4.51079E-10,2314.197266, fsrq 
1005,3FGL J2348.0-1630,2.2028,2641.9917,1.6219E-12,2.186,1.87885E-08,8.87103E-09,1.10534E-10,347.472412, fsrq 
1006,3FGL J2350.4-3004,2.0805,38.0693,1.1503E-13,0.416,7.24742E-09,1.1409E-09,4.55951E-11,69.820122, bll 
1007,3FGL J2352.0+1752,2.0136,44.7032,1.072E-13,1.396,5.58864E-09,4.68016E-10,2.43403E-11,56.363895, bll 
1008,3FGL J2353.6-3037,2.2824,397.8406,2.2026E-13,0.105,2.73356E-11,1.71024E-09,7.79268E-12,57.966316, bll 
1009,3FGL J2354.1+4605,2.4791,1872.842,1.5681E-12,2.311,5.65892E-09,1.98393E-09,3.89905E-16,51.484825, fsrq 
1010,3FGL J2356.0+4037,1.7225,24.9649,1.5045E-14,0.255,2.10659E-09,1.04137E-09,6.36085E-11,43.678101, bll 
1011,3FGL J2357.3-0150,2.1234,233.6166,8.6E-14,0.896,1.29909E-09,1.17766E-09,1.75426E-11,36.152317, bll 
1012,3FGL J2357.4-1716,1.8025,44.5119,2.7794E-14,0.357,2.90615E-09,5.46089E-10,5.47236E-11,44.076836, bll 
1013,3FGL J2357.8-5310,2.4555,1385,1.8902E-12,3.045,8.30047E-09,5.21248E-09,1.06244E-11,164.20639, fsrq 
1014,3FGL J2358.0-4552,2.6171,224.7,1.8694E-12,0.229,1.09679E-08,1.81021E-09,3.01152E-11,70.531311, fsrq 
1015,3FGL J2358.2-1022,2.7963,768.8967,6.6466E-12,3.179,1.24942E-08,2.34458E-09,4.4517E-12,68.613007, fsrq 
1016,3FGL J2358.9+3926,2.2085,421.1825,7.4583E-14,0.068,3.59709E-09,1.00062E-09,4.88937E-11,52.852837, fsrq 
1017,3FGL J2359.3-3038,2.0216,64.9796,1.1999E-13,0.589,7.70542E-09,1.22959E-09,5.57343E-11,40.967022, bll 
1018,3FGL J2359.5-2052,2.0177,472.6873,6.0598E-14,0.135,4.56861E-09,5.62725E-10,5.45935E-11,36.292473, bll 
